TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
T102Boot,2024-06-22,14:06:39.821,33.00882,-106.86422,5155.3,33.00879,-106.86422,5145.7,2,61.9,61.9,134.0,0x01,16,10,7,3,-95,-90,3104.88,619.075,3108.769,646.841,88%,9.813,10.285,3446,237,656,270,267,nan,0.0619,0.0619,619.0,3,6.19,-93,52.2
T102Boot,2024-06-22,14:06:40.813,33.00892,-106.86412,5156.3,33.00889,-106.86412,5146.5,3,62.0,62.0,216.0,0x01,20,7,8,2,-94,-90,3109.88,619.887,3113.909,647.841,90%,9.823,10.294,3487,274,608,250,241,nan,0.062,0.062,620.0,2,6.2,-90,52.3
T102Boot,2024-06-22,14:06:41.831,33.00902,-106.86402,5157.3,33.00899,-106.86402,5147.4,1,62.1,62.1,127.0,0x01,23,5,7,2,-98,-98,3114.88,620.848,3118.948,660.323,92%,9.833,10.305,3674,222,615,258,288,nan,0.0621,0.0621,621.0,3,6.21,-95,52.4
T102Boot,2024-06-22,14:06:42.822,33.00912,-106.86392,5158.3,33.00909,-106.86392,5148.2,1,62.2,62.2,242.0,0x01,21,9,9,4,-95,-97,3119.88,621.665,3124.104,661.322,94%,9.843,10.315,3251,277,632,233,248,nan,0.0622,0.0622,622.0,2,6.22,-100,52.5
T102Boot,2024-06-22,14:06:43.813,33.00922,-106.86382,5159.3,33.00919,-106.86382,5149.1,1,62.3,62.3,143.0,0x01,22,8,10,2,-91,-98,3124.88,622.646,3129.146,658.046,96%,9.853,10.325,3370,275,634,235,218,nan,0.0623,0.0623,623.0,3,6.23,-98,52.5
T102Boot,2024-06-22,14:06:44.832,33.00932,-106.86372,5160.3,33.00929,-106.86372,5150.1,1,62.4,62.4,308.0,0x01,18,8,7,4,-98,-92,3129.88,623.655,3134.167,655.236,96%,9.863,10.334,3922,241,636,298,295,nan,0.0624,0.0624,624.0,3,6.24,-92,52.6
T102Boot,2024-06-22,14:06:45.823,33.00942,-106.86362,5161.3,33.00939,-106.86362,5151.2,2,62.5,62.5,190.0,0x01,16,5,7,2,-92,-98,3134.88,624.734,3139.133,680.551,96%,9.873,10.344,3849,282,682,296,248,nan,0.0625,0.0625,625.0,2,6.25,-98,52.7
T102Boot,2024-06-22,14:06:46.813,33.00952,-106.86352,5162.3,33.00949,-106.86352,5152.3,3,62.6,62.6,56.0,0x01,20,10,12,2,-95,-92,3139.88,625.89,3144.031,724.791,96%,9.883,10.354,3420,243,611,256,274,nan,0.0626,0.0626,626.0,2,6.26,-99,52.7
T102Boot,2024-06-22,14:06:47.832,33.00962,-106.86342,5163.3,33.00959,-106.86342,5153.2,3,62.7,62.7,141.0,0x01,17,6,10,3,-93,-95,3144.88,626.765,3149.138,751.363,96%,9.893,10.365,3209,271,608,234,295,nan,0.0627,0.0627,627.0,3,6.27,-90,52.8
T102Boot,2024-06-22,14:06:48.820,33.00972,-106.86332,5164.3,33.00969,-106.86332,5154.2,3,62.8,62.8,30.0,0x01,17,6,10,2,-96,-92,3149.88,627.806,3154.123,767.525,96%,9.903,10.373,3766,292,632,286,232,nan,0.0628,0.0628,628.0,1,6.28,-90,52.9
T102Boot,2024-06-22,14:06:49.813,33.00982,-106.86322,5165.3,33.00979,-106.86322,5155.2,3,62.9,62.9,207.0,0x01,17,9,8,5,-91,-94,3154.88,628.832,3159.118,753.352,96%,9.913,10.384,3948,240,662,262,247,nan,0.0629,0.0629,629.0,2,6.29,-96,53.0
T102Boot,2024-06-22,14:06:50.801,33.00992,-106.86312,5166.3,33.00989,-106.86312,5156.1,2,63.0,63.0,220.0,0x01,19,10,12,5,-95,-94,3159.88,629.799,3164.158,665.046,96%,9.923,10.393,3892,227,667,245,219,nan,0.063,0.063,630.0,2,6.3,-97,53.1
T102Boot,2024-06-22,14:06:51.822,33.01002,-106.86302,5167.3,33.00999,-106.86302,5157.1,3,63.1,63.1,148.0,0x01,21,9,9,5,-94,-96,3164.88,630.795,3169.176,666.045,96%,9.933,10.405,3612,281,607,203,214,nan,0.0631,0.0631,631.0,2,6.31,-96,53.1
T102Boot,2024-06-22,14:06:52.814,33.01012,-106.86292,5168.3,33.01009,-106.86292,5158.0,3,63.2,63.2,280.0,0x01,22,5,7,4,-99,-99,3169.88,631.765,3174.216,659.837,96%,9.943,10.413,3777,253,636,260,243,nan,0.0632,0.0632,632.0,1,6.32,-98,53.2
T102Boot,2024-06-22,14:06:53.833,33.01022,-106.86282,5169.3,33.01019,-106.86282,5158.8,3,63.3,63.3,135.0,0x01,25,8,12,5,-94,-98,3174.88,632.591,3179.376,688.545,96%,9.953,10.425,3422,251,618,247,212,nan,0.0633,0.0633,633.0,2,6.33,-99,53.3
T102Boot,2024-06-22,14:06:54.820,33.01032,-106.86272,5170.3,33.01029,-106.86272,5159.6,1,63.4,63.4,258.0,0x01,21,8,10,4,-98,-97,3179.88,633.422,3184.547,656.116,93%,9.963,10.434,3918,245,608,257,296,nan,0.0634,0.0634,634.0,3,6.34,-99,53.3
T102Boot,2024-06-22,14:06:55.814,33.01042,-106.86262,5171.3,33.01039,-106.86262,5160.5,2,63.5,63.5,79.0,0x01,15,7,9,4,-90,-99,3184.88,634.368,3189.64,657.119,93%,9.973,10.444,3499,221,644,239,287,nan,0.0635,0.0635,635.0,3,6.35,-93,53.3
T102Boot,2024-06-22,14:06:56.802,33.01052,-106.86252,5172.3,33.01049,-106.86252,5161.4,1,63.6,63.6,72.0,0x01,17,9,10,5,-97,-96,3189.88,635.381,3194.682,663.851,93%,9.983,10.454,3375,211,618,238,290,nan,0.0636,0.0636,636.0,2,6.36,-96,53.4
T102Boot,2024-06-22,14:06:57.822,33.01062,-106.86242,5173.3,33.01059,-106.86242,5162.4,1,63.7,63.7,245.0,0x01,17,5,7,2,-91,-99,3194.89,636.469,3199.663,659.13,93%,9.993,10.465,3770,247,661,278,237,nan,0.0637,0.0637,637.0,1,6.37,-95,53.4
T102Boot,2024-06-22,14:06:58.811,33.01072,-106.86232,5174.3,33.01069,-106.86232,5163.3,3,63.8,63.8,305.0,0x01,17,8,10,3,-96,-99,3199.89,637.39,3204.774,655.584,93%,10.003,10.473,3253,202,690,279,297,nan,0.0638,0.0638,638.0,3,6.38,-90,53.4
T102Boot,2024-06-22,14:06:59.801,33.01082,-106.86222,5175.3,33.01079,-106.86222,5163.9,3,63.9,63.9,11.0,0x01,17,5,11,5,-91,-90,3204.89,638.111,3210.06,654.682,93%,10.013,10.485,3755,267,700,263,237,nan,0.0639,0.0639,639.0,3,6.39,-90,53.4
T102Boot,2024-06-22,14:07:00.823,33.01092,-106.86212,5176.3,33.01089,-106.86212,5164.9,2,64.0,64.0,275.0,0x01,22,6,8,4,-92,-91,3209.9,639.156,3215.098,657.599,93%,10.023,10.494,3693,272,655,248,298,nan,0.064,0.064,640.0,3,6.4,-98,53.4
T102Boot,2024-06-22,14:07:01.812,33.01102,-106.86202,5177.3,33.01099,-106.86202,5165.9,3,64.1,64.1,91.0,0x01,15,5,11,5,-91,-93,3214.9,640.261,3220.085,665.874,93%,10.033,10.504,3140,209,612,207,253,nan,0.0641,0.0641,641.0,1,6.41,-97,53.5
T102Boot,2024-06-22,14:07:02.831,33.01112,-106.86192,5178.3,33.01109,-106.86192,5166.9,2,64.2,64.2,331.0,0x01,20,10,12,2,-98,-91,3219.9,641.338,3225.085,655.991,93%,10.043,10.513,3720,255,682,282,218,nan,0.0642,0.0642,642.0,1,6.42,-98,53.5
T102Boot,2024-06-22,14:07:03.822,33.01122,-106.86182,5179.3,33.01119,-106.86182,5167.8,1,64.3,64.3,132.0,0x01,19,10,8,4,-98,-98,3224.91,642.336,3230.143,656.994,93%,10.053,10.525,3580,205,641,237,221,nan,0.0643,0.0643,643.0,3,6.43,-97,53.5
T102Boot,2024-06-22,14:07:04.811,33.01132,-106.86172,5180.3,33.01129,-106.86172,5168.8,1,64.4,64.4,158.0,0x01,24,5,9,3,-94,-93,3229.91,643.411,3235.139,659.71,93%,10.063,10.533,3575,242,663,248,216,nan,0.0644,0.0644,644.0,2,6.44,-94,53.5
T102Boot,2024-06-22,14:07:05.833,33.01142,-106.86162,5181.3,33.01139,-106.86162,5169.9,3,64.5,64.5,237.0,0x01,18,7,10,5,-94,-90,3234.91,644.556,3240.069,664.783,94%,10.073,10.546,3041,294,619,296,220,nan,0.0645,0.0645,645.0,1,6.45,-94,53.6
T102Boot,2024-06-22,14:07:06.820,33.01152,-106.86152,5182.3,33.01149,-106.86152,5171.1,1,64.6,64.6,7.0,0x01,25,7,8,2,-94,-98,3239.92,645.73,3244.962,668.203,95%,10.083,10.553,3642,277,687,271,205,nan,0.0646,0.0646,646.0,1,6.46,-95,53.7
T102Boot,2024-06-22,14:07:07.810,33.01162,-106.86142,5183.3,33.01159,-106.86142,5172.0,3,64.7,64.7,306.0,0x01,19,8,7,4,-96,-98,3244.92,646.739,3249.979,686.494,96%,10.093,10.564,3415,248,657,231,294,nan,0.0647,0.0647,647.0,1,6.47,-91,53.7
T102Boot,2024-06-22,14:07:08.834,33.01172,-106.86132,5184.3,33.01169,-106.86132,5173.1,2,64.8,64.8,77.0,0x01,19,10,11,4,-90,-96,3249.92,647.795,3254.954,788.13,97%,10.103,10.573,3199,216,692,221,234,nan,0.0648,0.0648,648.0,2,6.48,-91,53.8
T102Boot,2024-06-22,14:07:09.822,33.01182,-106.86122,5185.3,33.01179,-106.86122,5174.1,2,64.9,64.9,318.0,0x01,25,10,7,3,-90,-92,3254.92,648.824,3259.945,704.771,97%,10.113,10.584,3447,210,666,294,267,nan,0.0649,0.0649,649.0,2,6.49,-97,53.9
T102Boot,2024-06-22,14:07:10.812,33.01192,-106.86112,5186.3,33.01189,-106.86112,5175.0,2,65.0,65.0,154.0,0x01,22,9,7,5,-95,-93,3259.92,649.8,3264.979,774.855,97%,10.123,10.594,3786,286,608,267,269,nan,0.065,0.065,650.0,1,6.5,-92,54.0
T102Boot,2024-06-22,14:07:11.833,33.01202,-106.86102,5187.3,33.01199,-106.86102,5176.1,1,65.1,65.1,143.0,0x01,15,9,12,2,-97,-93,3264.91,650.862,3269.943,872.966,97%,10.133,10.605,3271,241,645,293,259,nan,0.0651,0.0651,651.0,3,6.51,-98,54.1
T102Boot,2024-06-22,14:07:12.823,33.01212,-106.86092,5188.3,33.01209,-106.86092,5177.2,2,65.2,65.2,214.0,0x01,15,5,8,5,-100,-93,3269.91,652.006,3274.834,900.984,97%,10.143,10.613,3008,292,655,289,275,nan,0.0652,0.0652,652.0,1,6.52,-100,54.2
T102Boot,2024-06-22,14:07:13.812,33.01222,-106.86082,5189.3,33.01219,-106.86082,5178.5,1,65.3,65.3,115.0,0x01,20,10,11,3,-96,-91,3274.91,653.274,3279.611,966.372,97%,10.153,10.625,3210,262,690,261,232,nan,0.0653,0.0653,653.0,2,6.53,-99,54.3
T102Boot,2024-06-22,14:07:14.802,33.01232,-106.86072,5190.3,33.01229,-106.86072,5179.5,2,65.4,65.4,230.0,0x01,24,5,8,4,-94,-96,3279.91,654.249,3284.607,933.225,97%,10.163,10.634,3180,221,629,223,245,nan,0.0654,0.0654,654.0,2,6.54,-94,54.4
T102Boot,2024-06-22,14:07:15.850,33.01242,-106.86062,5191.3,33.01239,-106.86062,5180.6,2,65.5,65.5,283.0,0x01,21,5,8,2,-94,-90,3284.9,655.251,3289.584,903.8,97%,10.173,10.644,3293,288,662,249,259,nan,0.0655,0.0655,655.0,2,6.55,-100,54.5
T102Boot,2024-06-22,14:07:16.812,33.01252,-106.86052,5192.3,33.01249,-106.86052,5181.7,3,65.6,65.6,3.0,0x01,16,5,12,3,-90,-100,3289.9,656.359,3294.474,877.693,97%,10.183,10.653,3265,214,672,285,256,nan,0.0656,0.0656,656.0,2,6.56,-94,54.7
T102Boot,2024-06-22,14:07:17.801,33.01262,-106.86042,5193.3,33.01259,-106.86042,5182.6,2,65.7,65.7,327.0,0x01,25,6,10,2,-94,-93,3294.9,657.24,3299.54,756.005,97%,10.193,10.664,3655,236,677,267,267,nan,0.0657,0.0657,657.0,1,6.57,-98,54.8
T102Boot,2024-06-22,14:07:18.822,33.01272,-106.86032,5194.3,33.01269,-106.86032,5183.8,2,65.8,65.8,141.0,0x01,17,10,11,3,-95,-91,3299.9,658.376,3304.408,728.062,97%,10.203,10.673,3112,215,611,291,241,nan,0.0658,0.0658,658.0,2,6.58,-92,55.0
T102Boot,2024-06-22,14:07:19.812,33.01282,-106.86022,5195.3,33.01279,-106.86022,5184.8,2,65.9,65.9,148.0,0x01,16,7,8,2,-94,-95,3304.9,659.33,3309.415,694.114,99%,10.213,10.685,3172,300,650,216,295,nan,0.0659,0.0659,659.0,1,6.59,-91,55.1
T102Boot,2024-06-22,14:07:20.832,33.01292,-106.86012,5196.3,33.01289,-106.86012,5185.8,3,66.0,66.0,335.0,0x01,21,6,12,2,-93,-95,3309.9,660.299,3314.414,715.663,99%,10.223,10.693,3096,255,691,295,266,nan,0.066,0.066,660.0,2,6.6,-91,55.2
T102Boot,2024-06-22,14:07:21.821,33.01302,-106.86002,5197.3,33.01299,-106.86002,5186.7,3,66.1,66.1,185.0,0x01,24,8,9,5,-93,-98,3314.9,661.219,3319.456,731.09,99%,10.233,10.705,3473,234,662,230,294,nan,0.0661,0.0661,661.0,2,6.61,-96,55.3
T102Boot,2024-06-22,14:07:22.815,33.01312,-106.85992,5198.3,33.01309,-106.85992,5187.8,2,66.2,66.2,236.0,0x01,23,10,10,2,-96,-99,3319.9,662.239,3324.424,750.258,99%,10.243,10.713,3068,208,604,275,274,nan,0.0662,0.0662,662.0,2,6.62,-100,55.5
T102Boot,2024-06-22,14:07:23.833,33.01322,-106.85982,5199.3,33.01319,-106.85982,5188.8,1,66.3,66.3,108.0,0x01,23,5,10,4,-92,-93,3324.9,663.218,3329.42,725.468,99%,10.253,10.724,3149,230,662,291,279,nan,0.0663,0.0663,663.0,2,6.63,-100,55.6
T102Boot,2024-06-22,14:07:24.823,33.01332,-106.85972,5200.3,33.01329,-106.85972,5189.6,3,66.4,66.4,114.0,0x01,22,7,8,5,-97,-90,3329.9,664.013,3334.569,726.468,99%,10.263,10.733,3075,203,621,279,258,nan,0.0664,0.0664,664.0,2,6.64,-100,55.7
T102Boot,2024-06-22,14:07:25.812,33.01342,-106.85962,5201.3,33.01339,-106.85962,5190.4,2,66.5,66.5,260.0,0x01,18,8,9,3,-97,-100,3334.91,664.879,3339.682,743.696,99%,10.273,10.745,3324,241,615,239,260,nan,0.0665,0.0665,665.0,3,6.65,-98,55.8
T102Boot,2024-06-22,14:07:26.833,33.01352,-106.85952,5202.3,33.01349,-106.85952,5191.4,2,66.6,66.6,216.0,0x01,23,6,10,4,-97,-97,3339.91,665.832,3344.732,728.526,99%,10.283,10.753,3517,283,607,204,276,nan,0.0666,0.0666,666.0,3,6.66,-90,55.9
T102Boot,2024-06-22,14:07:27.822,33.01362,-106.85942,5203.3,33.01359,-106.85942,5192.1,1,66.7,66.7,83.0,0x01,24,8,7,2,-94,-92,3344.91,666.607,3349.934,745.736,99%,10.293,10.764,3904,209,619,247,297,nan,0.0667,0.0667,667.0,2,6.67,-100,55.9
T102Boot,2024-06-22,14:07:28.812,33.01372,-106.85932,5204.3,33.01369,-106.85932,5193.0,1,66.8,66.8,49.0,0x01,22,5,11,5,-97,-96,3349.91,667.593,3354.978,746.736,99%,10.303,10.773,3246,259,686,292,294,nan,0.0668,0.0668,668.0,3,6.68,-99,56.0
T102Boot,2024-06-22,14:07:29.831,33.01382,-106.85922,5205.3,33.01379,-106.85922,5193.6,3,66.9,66.9,132.0,0x01,16,9,8,2,-90,-99,3354.92,668.211,3360.338,739.231,99%,10.313,10.784,3107,298,669,215,235,nan,0.0669,0.0669,669.0,2,6.69,-93,56.0
T102Boot,2024-06-22,14:07:30.820,33.01392,-106.85912,5206.3,33.01389,-106.85912,5194.5,2,67.0,67.0,359.0,0x01,19,8,8,3,-90,-99,3359.92,669.228,3365.393,740.252,99%,10.323,10.793,3354,241,612,236,253,nan,0.067,0.067,670.0,1,6.7,-91,56.0
T102Boot,2024-06-22,14:07:31.812,33.01402,-106.85902,5207.3,33.01399,-106.85902,5195.4,2,67.1,67.1,274.0,0x01,23,10,7,2,-100,-95,3364.93,670.217,3370.47,733.631,99%,10.333,10.804,3479,248,689,273,213,nan,0.0671,0.0671,671.0,2,6.71,-99,56.0
T102Boot,2024-06-22,14:07:32.832,33.01412,-106.85892,5208.3,33.01409,-106.85892,5196.5,1,67.2,67.2,71.0,0x01,24,9,11,4,-95,-94,3369.92,671.357,3375.416,750.824,99%,10.343,10.813,3647,292,609,290,297,nan,0.0672,0.0672,672.0,1,6.72,-99,56.0
T102Boot,2024-06-22,14:07:33.821,33.01422,-106.85882,5209.3,33.01419,-106.85882,5197.5,3,67.3,67.3,92.0,0x01,19,10,8,3,-99,-91,3374.92,672.486,3380.36,728.803,99%,10.353,10.825,3485,229,631,296,207,nan,0.0673,0.0673,673.0,3,6.73,-98,56.1
T102Boot,2024-06-22,14:07:34.812,33.01432,-106.85872,5210.3,33.01429,-106.85872,5198.4,3,67.4,67.4,40.0,0x01,23,7,8,5,-100,-92,3379.92,673.449,3385.436,752.824,99%,10.363,10.834,3148,239,623,252,233,nan,0.0674,0.0674,674.0,2,6.74,-99,56.1
T102Boot,2024-06-22,14:07:35.801,33.01442,-106.85862,5211.3,33.01439,-106.85862,5199.5,3,67.5,67.5,35.0,0x01,15,10,7,2,-95,-100,3384.92,674.507,3390.433,745.252,99%,10.373,10.844,3936,227,602,211,240,nan,0.0675,0.0675,675.0,1,6.75,-99,56.2
T102Boot,2024-06-22,14:07:36.820,33.01452,-106.85852,5212.3,33.01449,-106.85852,5200.4,1,67.6,67.6,316.0,0x01,18,9,12,2,-97,-94,3389.92,675.533,3395.451,738.594,99%,10.383,10.853,3062,205,639,209,253,nan,0.0676,0.0676,676.0,3,6.76,-92,56.2
T102Boot,2024-06-22,14:07:37.812,33.01462,-106.85842,5213.3,33.01459,-106.85842,5201.3,3,67.7,67.7,127.0,0x01,24,6,7,4,-91,-93,3394.92,676.45,3400.564,776.233,99%,10.393,10.864,3847,279,609,247,278,nan,0.0677,0.0677,677.0,1,6.77,-97,56.3
T102Boot,2024-06-22,14:07:38.831,33.01472,-106.85832,5214.3,33.01469,-106.85832,5202.2,3,67.8,67.8,245.0,0x01,16,7,8,3,-99,-91,3399.92,677.457,3405.605,777.233,99%,10.403,10.873,3507,227,663,238,251,nan,0.0678,0.0678,678.0,3,6.78,-99,56.3
T102Boot,2024-06-22,14:07:39.821,33.01482,-106.85822,5215.3,33.01479,-106.85822,5203.1,1,67.9,67.9,18.0,0x01,21,9,12,3,-92,-90,3404.92,678.37,3410.726,790.342,99%,10.413,10.884,3575,255,698,219,251,nan,0.0679,0.0679,679.0,1,6.79,-100,56.3
T102Boot,2024-06-22,14:07:41.892,33.01492,-106.85812,5216.3,33.01489,-106.85812,5204.1,1,68.0,68.0,26.0,0x01,18,10,7,5,-96,-97,3409.92,679.448,3415.712,791.309,93%,10.423,10.894,3002,214,619,270,284,nan,0.068,0.068,680.0,3,6.8,-98,56.4
T102Boot,2024-06-22,14:07:42.820,33.01502,-106.85802,5217.3,33.01499,-106.85802,5205.0,2,68.1,68.1,216.0,0x01,17,6,10,5,-100,-100,3414.92,680.411,3420.793,792.342,93%,10.433,10.902,3648,223,637,212,216,nan,0.0681,0.0681,681.0,3,6.81,-91,56.4
T102Boot,2024-06-22,14:07:43.812,33.01512,-106.85792,5218.3,33.01509,-106.85792,5205.8,3,68.2,68.2,299.0,0x01,18,6,8,3,-98,-99,3419.92,681.314,3425.928,744.612,93%,10.443,10.914,3398,276,667,201,268,nan,0.0682,0.0682,682.0,3,6.82,-97,56.4
T102Boot,2024-06-22,14:07:44.834,33.01522,-106.85782,5219.3,33.01519,-106.85782,5206.8,1,68.3,68.3,268.0,0x01,23,10,12,4,-100,-96,3424.92,682.359,3430.947,771.416,94%,10.453,10.923,3203,268,601,249,266,nan,0.0683,0.0683,683.0,2,6.83,-90,56.5
T102Boot,2024-06-22,14:07:45.823,33.01532,-106.85772,5220.3,33.01529,-106.85772,5207.8,3,68.4,68.4,83.0,0x01,20,9,12,2,-96,-96,3429.92,683.397,3435.972,783.233,94%,10.463,10.934,3645,219,651,248,217,nan,0.0684,0.0684,684.0,2,6.84,-91,56.5
T102Boot,2024-06-22,14:07:46.812,33.01542,-106.85762,5221.3,33.01539,-106.85762,5208.7,2,68.5,68.5,114.0,0x01,20,9,10,3,-91,-95,3434.93,684.418,3441.007,773.469,94%,10.473,10.943,3183,248,680,209,224,nan,0.0685,0.0685,685.0,1,6.85,-93,56.5
T102Boot,2024-06-22,14:07:47.835,33.01552,-106.85752,5222.3,33.01552,-106.85752,5209.7,1,68.6,68.6,156.0,0x01,15,7,12,3,-99,-91,3431.12,685.438,3442.65,693.071,94%,10.483,10.954,3482,272,610,284,216,nan,0.0686,0.0686,686.0,1,6.86,-94,56.6
T102Boot,2024-06-22,14:07:48.821,33.01562,-106.85742,5223.3,33.01562,-106.85742,5210.6,3,68.7,68.7,180.0,0x01,15,6,9,2,-90,-97,3436.12,686.471,3447.677,694.934,94%,10.493,10.964,3827,276,694,224,250,nan,0.0687,0.0687,687.0,1,6.87,-99,56.6
T102Boot,2024-06-22,14:07:49.812,33.01572,-106.85732,5224.3,33.01572,-106.85732,5211.6,3,68.8,68.8,202.0,0x01,20,6,11,4,-92,-92,3441.09,687.5,3452.7,700.272,94%,10.503,10.974,3109,206,612,239,241,nan,0.0688,0.0688,688.0,3,6.88,-98,56.6
T102Boot,2024-06-22,14:07:50.832,33.0158,-106.85724,5223.0,33.01582,-106.85722,5212.6,3,68.9,68.9,303.0,0x01,21,10,11,3,-92,-98,3451.42,690.623,3457.222,707.104,94%,10.513,10.983,3787,289,641,207,257,nan,0.0689,0.0689,689.0,2,6.89,-93,56.9
T102Boot,2024-06-22,14:07:51.821,33.0159,-106.85714,5224.0,33.01592,-106.85712,5213.6,1,69.0,69.0,57.0,0x01,19,9,8,5,-95,-91,3456.44,691.414,3462.276,692.285,94%,10.523,10.995,3967,242,657,241,297,nan,0.069,0.069,690.0,3,6.9,-92,57.1
T102Boot,2024-06-22,14:07:52.812,33.016,-106.85704,5225.0,33.01602,-106.85702,5214.6,2,69.1,69.1,314.0,0x01,17,5,9,3,-99,-90,3461.44,692.308,3467.243,698.227,94%,10.533,11.004,3843,283,693,227,288,nan,0.0691,0.0691,691.0,2,6.91,-96,57.4
T102Boot,2024-06-22,14:07:53.832,33.01613,-106.85694,5226.1,33.01612,-106.85692,5215.6,2,69.2,69.2,347.0,0x01,25,5,8,3,-92,-92,3465.61,692.962,3471.924,698.295,94%,10.543,11.015,3081,208,672,259,215,nan,0.0692,0.0692,692.0,2,6.92,-92,57.7
T102Boot,2024-06-22,14:07:54.821,33.01623,-106.85684,5227.1,33.01622,-106.85682,5216.6,2,69.3,69.3,203.0,0x01,24,7,10,2,-92,-92,3470.63,693.895,3476.906,696.169,94%,10.553,11.025,3459,207,609,300,267,nan,0.0693,0.0693,693.0,2,6.93,-95,57.9
T102Boot,2024-06-22,14:07:55.812,33.01633,-106.85674,5228.1,33.01632,-106.85672,5217.6,1,69.4,69.4,40.0,0x01,25,6,8,5,-99,-98,3475.66,694.794,3481.929,699.659,94%,10.563,11.035,3053,295,662,256,217,nan,0.0694,0.0694,694.0,2,6.94,-96,58.1
T102Boot,2024-06-22,14:07:56.833,33.01643,-106.85664,5229.1,33.01642,-106.85662,5218.6,2,69.5,69.5,134.0,0x01,19,6,7,4,-97,-96,3480.63,695.691,3486.941,699.476,94%,10.573,11.043,3541,287,660,200,250,nan,0.0695,0.0695,695.0,1,6.95,-96,58.3
T102Boot,2024-06-22,14:07:57.823,33.01653,-106.85654,5230.1,33.01652,-106.85652,5219.6,3,69.6,69.6,252.0,0x01,16,9,9,2,-98,-93,3485.63,696.598,3491.964,700.476,94%,10.583,11.055,3992,289,606,279,205,nan,0.0696,0.0696,696.0,3,6.96,-94,58.4
T102Boot,2024-06-22,14:07:58.812,33.01663,-106.85644,5231.1,33.01662,-106.85642,5220.5,1,69.7,69.7,255.0,0x01,16,5,12,4,-96,-90,3490.63,697.518,3496.984,699.824,94%,10.593,11.063,3684,256,637,211,221,nan,0.0697,0.0697,697.0,1,6.97,-95,58.6
T102Boot,2024-06-22,14:07:59.831,33.01673,-106.85634,5232.1,33.01672,-106.85632,5221.6,3,69.8,69.8,171.0,0x01,23,10,10,5,-94,-96,3495.61,698.478,3501.961,705.924,94%,10.603,11.075,3519,268,696,220,293,nan,0.0698,0.0698,698.0,2,6.98,-95,58.8
T102Boot,2024-06-22,14:08:00.821,33.01683,-106.85624,5233.1,33.01682,-106.85622,5222.4,3,69.9,69.9,51.0,0x01,24,7,10,2,-92,-95,3500.61,699.324,3507.066,707.891,94%,10.613,11.082,3363,272,689,229,280,nan,0.0699,0.0699,699.0,2,6.99,-96,58.9
T102Boot,2024-06-22,14:08:01.812,33.01693,-106.85614,5234.1,33.01692,-106.85612,5223.5,2,70.0,70.0,312.0,0x01,22,7,10,5,-95,-91,3505.61,700.303,3512.054,711.193,94%,10.623,11.094,3084,238,641,242,222,nan,0.07,0.07,700.0,1,7.0,-100,59.0
T102Boot,2024-06-22,14:08:02.831,33.01703,-106.85604,5235.1,33.01702,-106.85602,5224.4,3,70.1,70.1,65.0,0x01,18,5,9,3,-95,-99,3510.61,701.217,3517.109,710.976,94%,10.633,11.104,3778,262,630,262,254,nan,0.0701,0.0701,701.0,2,7.01,-91,59.2
T102Boot,2024-06-22,14:08:03.821,33.01713,-106.85594,5236.1,33.01712,-106.85592,5225.2,1,70.2,70.2,151.0,0x01,23,10,12,4,-95,-100,3515.56,702.05,3522.229,709.855,94%,10.643,11.114,3211,257,683,273,236,nan,0.0702,0.0702,702.0,3,7.02,-92,59.3
T102Boot,2024-06-22,14:08:04.812,33.01723,-106.85584,5237.1,33.01722,-106.85582,5226.1,2,70.3,70.3,54.0,0x01,24,6,9,5,-90,-100,3520.54,702.948,3527.315,720.507,94%,10.653,11.123,3834,283,666,281,241,nan,0.0703,0.0703,703.0,2,7.03,-100,59.4
T102Boot,2024-06-22,14:08:05.802,33.01733,-106.85574,5238.1,33.01732,-106.85572,5227.0,2,70.4,70.4,206.0,0x01,19,6,9,5,-96,-98,3525.49,703.812,3532.434,725.845,96%,10.663,11.135,3179,271,630,225,279,nan,0.0704,0.0704,704.0,1,7.04,-98,59.4
T102Boot,2024-06-22,14:08:06.821,33.01743,-106.85564,5239.1,33.01742,-106.85562,5227.8,3,70.5,70.5,335.0,0x01,18,9,11,3,-99,-96,3530.49,704.697,3537.567,713.697,98%,10.673,11.143,3548,270,681,214,224,nan,0.0705,0.0705,705.0,1,7.05,-95,59.5
T102Boot,2024-06-22,14:08:07.812,33.01753,-106.85554,5240.1,33.01752,-106.85552,5228.7,2,70.6,70.6,27.0,0x01,18,6,10,2,-98,-94,3535.49,705.619,3542.676,716.949,98%,10.683,11.154,3968,212,690,233,280,nan,0.0706,0.0706,706.0,2,7.06,-92,59.6
