TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
T102Boot,2024-06-22,14:06:16.813,32.94684,-106.92618,4536.1,32.94689,-106.92612,4526.0,3,0,0,-36,0x01,27,0,10,12,-72,-70,24.73,-4.588,26.677,19.642,94%,3.623,4.093,20925,197,0,195,1614,,0.00000,0.00000,0.0,0,0.0,-50,-5.4
T102Boot,2024-06-22,14:06:18.822,32.94684,-106.92618,4536.1,32.94689,-106.92612,4526.0,3,0,0,-127,0x01,27,0,10,12,-71,-80,24.77,-3.798,26.744,22.073,88%,3.623,4.093,20927,199,0,197,1616,,0.00000,0.00000,0.0,0,0.0,-50,-6.3
T102Boot,2024-06-22,14:06:19.823,32.94686,-106.92615,4537.7,32.94689,-106.92612,4526.1,3,0,0,113,0x01,27,0,9,13,-59,-76,12.77,-4.432,17.246,45.315,88%,3.623,4.095,20928,200,0,198,1617,,0.00000,0.00000,0.0,0,0.0,-50,-7.2
T102Boot,2024-06-22,14:06:20.832,32.94686,-106.92615,4537.7,32.94689,-106.92612,4526.2,3,0,0,-96,0x01,27,0,12,10,-65,-69,12.77,-3.927,17.200,22.711,88%,3.623,4.094,20929,201,0,199,1618,,0.00000,0.00000,0.0,0,0.0,-50,-7.6
T102Boot,2024-06-22,14:06:21.822,32.94688,-106.92614,4537.0,32.94689,-106.92612,4526.4,3,0,0,157,0x01,27,0,10,11,-69,-74,6.40,-2.397,12.409,7.185,88%,3.623,4.095,20930,202,0,200,1619,,0.00000,0.00000,0.0,0,0.0,-50,-8.2
T102Boot,2024-06-22,14:06:22.812,32.94688,-106.92614,4537.0,32.94689,-106.92612,4526.4,3,0,0,68,0x01,27,0,9,13,-63,-74,6.43,-2.166,12.429,14.388,88%,3.623,4.092,20931,203,0,201,1620,,0.00000,0.00000,0.0,0,0.0,-50,-8.5
T102Boot,2024-06-22,14:06:23.802,32.94688,-106.92614,4537.0,32.94689,-106.92612,4526.6,3,0,0,7,0x01,27,0,9,12,-66,-69,6.50,-1.758,12.285,10.298,88%,3.623,4.094,20932,204,0,202,1621,,0.00000,0.00000,0.0,0,0.0,-50,-8.7
T102Boot,2024-06-22,14:06:24.822,32.94688,-106.92614,4537.0,32.94689,-106.92612,4526.7,3,0,0,125,0x01,27,0,7,13,-63,-77,6.52,-1.484,12.205,14.599,88%,3.623,4.093,20933,205,0,203,1622,,0.00000,0.00000,0.0,0,0.0,-50,-8.8
T102Boot,2024-06-22,14:06:25.870,32.94688,-106.92614,4537.0,32.94689,-106.92612,4526.9,3,0,0,-160,0x01,27,0,8,14,-66,-79,6.54,-1.130,12.025,10.373,88%,3.623,4.095,20934,206,0,204,1623,,0.00000,0.00000,0.0,0,0.0,-50,-9.0
T102Boot,2024-06-22,14:06:26.861,32.94688,-106.92614,4537.0,32.94689,-106.92612,4527.0,3,0,0,-167,0x01,27,0,10,12,-58,-68,6.54,-0.952,11.964,26.056,88%,3.623,4.093,20935,207,0,205,1624,,0.00000,0.00000,0.0,0,0.0,-50,-9.1
T102Boot,2024-06-22,14:06:27.823,32.94690,-106.92612,4537.3,32.94689,-106.92612,4527.1,3,0,0,-146,0x01,27,0,10,11,-50,-66,2.87,-0.931,10.578,28.653,88%,3.623,4.095,20936,208,0,206,1625,,0.00000,0.00000,0.0,0,0.0,-50,-9.3
T102Boot,2024-06-22,14:06:28.812,32.94690,-106.92612,4537.3,32.94689,-106.92612,4527.1,3,0,0,112,0x01,27,0,8,12,-46,-59,2.87,-0.791,10.530,45.550,88%,3.623,4.094,20937,209,0,207,1626,,0.00000,0.00000,0.0,0,0.0,-50,-9.3
T102Boot,2024-06-22,14:06:29.803,32.94690,-106.92612,4537.3,32.94689,-106.92612,4526.8,3,0,0,2,0x01,27,0,10,10,-48,-59,2.84,-1.009,10.840,35.767,88%,3.623,4.095,20938,210,0,208,1627,,0.00000,0.00000,0.0,0,0.0,-50,-9.5
T102Boot,2024-06-22,14:06:30.822,32.94690,-106.92612,4537.3,32.94689,-106.92612,4526.8,3,0,0,92,0x01,27,0,9,9,-55,-58,2.85,-0.885,10.817,16.020,88%,3.623,4.094,20939,211,0,209,1628,,0.00000,0.00000,0.0,0,0.0,-50,-9.5
T102Boot,2024-06-22,14:06:31.813,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.8,3,0,0,-140,0x01,27,0,6,16,-59,-72,9.88,0.141,13.696,35.049,88%,3.623,4.095,20940,212,0,210,1629,,0.00000,0.00000,0.0,0,0.0,-50,-9.6
T102Boot,2024-06-22,14:06:32.831,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.7,3,0,0,52,0x01,27,0,12,10,-57,-67,9.88,0.062,13.746,44.123,88%,3.623,4.093,20941,213,0,211,1630,,0.00000,0.00000,0.0,0,0.0,-50,-9.6
T102Boot,2024-06-22,14:06:33.822,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.5,3,0,0,-130,0x01,27,0,10,12,-55,-69,9.88,-0.098,13.865,55.546,88%,3.623,4.096,20942,214,0,212,1631,,0.00000,0.00000,0.0,0,0.0,-50,-9.6
T102Boot,2024-06-22,14:06:34.813,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.5,3,0,0,180,0x01,27,0,11,11,-60,-66,9.88,-0.127,13.895,31.237,88%,3.623,4.094,20943,215,0,213,1632,,0.00000,0.00000,0.0,0,0.0,-50,-9.6
T102Boot,2024-06-22,14:06:35.833,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.5,3,0,0,-60,0x01,27,0,12,10,-57,-69,9.88,-0.114,13.895,44.123,88%,3.623,4.095,20944,216,0,214,1633,,0.00000,0.00000,0.0,0,0.0,-50,-9.7
T102Boot,2024-06-22,14:06:36.823,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.5,3,0,0,-160,0x01,27,0,12,10,-58,-64,9.88,-0.079,13.876,39.323,88%,3.623,4.094,20945,217,0,215,1634,,0.00000,0.00000,0.0,0,0.0,-50,-9.7
T102Boot,2024-06-22,14:06:37.870,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.5,3,0,0,75,0x01,27,0,13,9,-58,-67,9.88,-0.053,13.863,39.325,88%,3.623,4.095,20946,218,0,216,1635,,0.00000,0.00000,0.0,0,0.0,-50,-9.7
T102Boot,2024-06-22,14:06:38.802,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.6,3,0,0,-95,0x01,27,0,12,9,-68,-69,9.88,-0.012,13.835,12.436,88%,3.623,4.094,20947,219,0,217,1636,,0.00000,0.00000,0.0,0,0.0,-50,-9.7
T102Boot,2024-06-22,14:06:39.821,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.7,3,0,0,-81,0x01,27,0,11,10,-61,-77,9.88,0.075,13.769,27.841,88%,3.623,4.095,20948,220,0,218,1637,,0.00000,0.00000,0.0,0,0.0,-50,-9.7
T102Boot,2024-06-22,14:06:40.813,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.5,3,0,0,-4,0x01,27,0,13,9,-61,-69,9.88,-0.113,13.909,27.841,90%,3.623,4.094,20949,221,0,219,1638,,0.00000,0.00000,0.0,0,0.0,-50,-9.7
T102Boot,2024-06-22,14:06:41.831,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.4,3,0,0,-98,0x01,27,0,14,8,-58,-68,9.88,-0.152,13.948,39.323,92%,3.623,4.095,20950,222,0,220,1639,,0.00000,0.00000,0.0,0,0.0,-50,-9.7
T102Boot,2024-06-22,14:06:42.822,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.2,3,0,0,12,0x01,27,0,15,7,-58,-67,9.88,-0.335,14.104,39.322,94%,3.623,4.095,20951,223,0,221,1640,,0.00000,0.00000,0.0,0,0.0,-50,-9.7
T102Boot,2024-06-22,14:06:43.813,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.1,3,0,0,-92,0x01,27,0,13,7,-59,-65,9.88,-0.354,14.146,35.046,96%,3.623,4.095,20952,224,0,222,1641,,0.00000,0.00000,0.0,0,0.0,-50,-9.8
T102Boot,2024-06-22,14:06:44.832,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.1,3,0,0,68,0x01,27,0,11,8,-60,-65,9.88,-0.345,14.167,31.236,96%,3.623,4.094,20953,225,0,223,1642,,0.00000,0.00000,0.0,0,0.0,-50,-9.8
T102Boot,2024-06-22,14:06:45.823,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.2,3,0,0,-55,0x01,27,0,11,9,-55,-67,9.88,-0.266,14.133,55.551,96%,3.623,4.094,20954,226,0,224,1643,,0.00000,0.00000,0.0,0,0.0,-50,-9.8
T102Boot,2024-06-22,14:06:46.813,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.3,3,0,0,166,0x01,27,0,9,12,-50,-64,9.88,-0.110,14.031,98.791,96%,3.623,4.094,20955,227,0,225,1644,,0.00000,0.00000,0.0,0,0.0,-50,-9.9
T102Boot,2024-06-22,14:06:47.832,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.2,3,0,0,-114,0x01,27,0,8,13,-48,-60,9.88,-0.235,14.138,124.363,96%,3.623,4.095,20956,228,0,226,1645,,0.00000,0.00000,0.0,0,0.0,-50,-9.9
T102Boot,2024-06-22,14:06:48.820,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.2,3,0,0,130,0x01,27,0,8,14,-47,-57,9.88,-0.194,14.123,139.525,96%,3.623,4.093,20957,229,0,227,1646,,0.00000,0.00000,0.0,0,0.0,-50,-9.9
T102Boot,2024-06-22,14:06:49.813,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.2,3,0,0,-58,0x01,27,0,9,12,-48,-55,9.88,-0.168,14.118,124.352,96%,3.623,4.094,20958,230,0,228,1647,,0.00000,0.00000,0.0,0,0.0,-50,-9.9
T102Boot,2024-06-22,14:06:50.801,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.1,3,0,0,-50,0x01,27,0,8,13,-59,-58,9.88,-0.201,14.158,35.046,96%,3.623,4.093,20959,231,0,229,1648,,0.00000,0.00000,0.0,0,0.0,-50,-9.9
T102Boot,2024-06-22,14:06:51.822,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.1,3,0,0,-127,0x01,27,0,8,12,-59,-66,9.88,-0.205,14.176,35.045,96%,3.623,4.095,20960,232,0,230,1649,,0.00000,0.00000,0.0,0,0.0,-50,-10.0
T102Boot,2024-06-22,14:06:52.814,32.94692,-106.92612,4536.3,32.94689,-106.92612,4526.0,3,0,0,0,0x01,27,0,9,9,-61,-65,9.88,-0.235,14.216,27.837,96%,3.623,4.093,20961,233,0,231,1650,,0.00000,0.00000,0.0,0,0.0,-50,-10.0
T102Boot,2024-06-22,14:06:53.833,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.8,3,0,0,-150,0x01,27,0,7,12,-55,-69,9.88,-0.409,14.376,55.545,96%,3.623,4.095,20962,234,0,232,1651,,0.00000,0.00000,0.0,0,0.0,-50,-10.0
T102Boot,2024-06-22,14:06:54.820,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.6,3,0,0,-32,0x01,27,0,6,13,-63,-69,9.88,-0.578,14.547,22.116,93%,3.623,4.094,20963,235,0,233,1651,,0.00000,0.00000,0.0,0,0.0,-50,-10.1
T102Boot,2024-06-22,14:06:55.814,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.5,3,0,0,144,0x01,27,0,7,12,-63,-71,9.88,-0.632,14.640,22.119,93%,3.623,4.094,20964,236,0,234,1652,,0.00000,0.00000,0.0,0,0.0,-50,-10.2
T102Boot,2024-06-22,14:06:56.802,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.4,3,0,0,132,0x01,27,0,7,13,-61,-72,9.88,-0.619,14.682,27.851,93%,3.623,4.094,20965,237,0,235,1653,,0.00000,0.00000,0.0,0,0.0,-50,-10.2
T102Boot,2024-06-22,14:06:57.822,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.4,3,0,0,-60,0x01,27,0,7,13,-63,-68,9.89,-0.531,14.663,22.130,93%,3.623,4.095,20966,238,0,236,1654,,0.00000,0.00000,0.0,0,0.0,-50,-10.3
T102Boot,2024-06-22,14:06:58.811,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.3,3,0,0,-5,0x01,27,0,6,15,-65,-69,9.89,-0.610,14.774,17.584,93%,3.623,4.093,20967,239,0,237,1655,,0.00000,0.00000,0.0,0,0.0,-50,-10.4
T102Boot,2024-06-22,14:06:59.801,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.9,3,0,0,56,0x01,27,0,5,15,-66,-74,9.89,-0.889,15.060,15.682,93%,3.623,4.095,20968,240,0,238,1656,,0.00000,0.00000,0.0,0,0.0,-50,-10.5
T102Boot,2024-06-22,14:07:00.823,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.9,3,0,0,-45,0x01,27,0,7,15,-65,-72,9.90,-0.844,15.098,17.599,93%,3.623,4.094,20969,241,0,239,1657,,0.00000,0.00000,0.0,0,0.0,-50,-10.6
T102Boot,2024-06-22,14:07:01.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.9,3,0,0,126,0x01,27,0,8,14,-62,-70,9.90,-0.739,15.085,24.874,93%,3.623,4.094,20970,242,0,240,1658,,0.00000,0.00000,0.0,0,0.0,-50,-10.6
T102Boot,2024-06-22,14:07:02.831,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.9,3,0,0,1,0x01,27,0,8,14,-67,-69,9.90,-0.662,15.085,13.991,93%,3.623,4.093,20971,243,0,241,1659,,0.00000,0.00000,0.0,0,0.0,-50,-10.7
T102Boot,2024-06-22,14:07:03.822,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.8,3,0,0,157,0x01,27,0,9,13,-67,-75,9.91,-0.664,15.143,13.994,93%,3.623,4.095,20972,244,0,242,1660,,0.00000,0.00000,0.0,0,0.0,-50,-10.8
T102Boot,2024-06-22,14:07:04.811,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.8,3,0,0,178,0x01,27,0,8,14,-66,-75,9.91,-0.589,15.139,15.710,93%,3.623,4.093,20973,245,0,243,1661,,0.00000,0.00000,0.0,0,0.0,-50,-10.9
T102Boot,2024-06-22,14:07:05.833,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.9,3,0,0,-108,0x01,27,0,10,12,-64,-72,9.91,-0.444,15.069,19.783,94%,3.623,4.096,20974,246,0,244,1662,,0.00000,0.00000,0.0,0,0.0,-50,-10.9
T102Boot,2024-06-22,14:07:06.820,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.1,3,0,0,17,0x01,27,0,10,12,-63,-71,9.92,-0.270,14.962,22.203,95%,3.623,4.093,20975,247,0,245,1663,,0.00000,0.00000,0.0,0,0.0,-50,-10.9
T102Boot,2024-06-22,14:07:07.810,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.0,3,0,0,-49,0x01,27,0,9,13,-58,-69,9.92,-0.261,14.979,39.494,96%,3.623,4.094,20976,248,0,246,1664,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:08.834,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.1,3,0,0,77,0x01,27,0,8,14,-47,-63,9.92,-0.205,14.954,140.130,97%,3.623,4.093,20977,249,0,247,1665,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:09.822,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.1,3,0,0,-47,0x01,27,0,5,15,-55,-59,9.92,-0.176,14.945,55.771,97%,3.623,4.094,20978,250,0,248,1666,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:10.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.0,3,0,0,144,0x01,27,0,10,11,-48,-63,9.92,-0.200,14.979,124.855,97%,3.623,4.094,20979,251,0,249,1667,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:11.833,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.1,3,0,0,128,0x01,27,0,12,8,-43,-55,9.91,-0.138,14.943,221.966,97%,3.623,4.095,20980,252,0,250,1668,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:12.823,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.2,3,0,0,-166,0x01,27,0,9,12,-42,-51,9.91,0.006,14.834,248.984,97%,3.623,4.093,20981,253,0,251,1669,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:13.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.5,3,0,0,90,0x01,27,0,13,9,-40,-52,9.91,0.274,14.611,313.372,97%,3.623,4.095,20982,254,0,252,1670,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:14.802,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.5,3,0,0,-160,0x01,27,0,12,10,-41,-50,9.91,0.249,14.607,279.225,97%,3.623,4.094,20983,255,0,253,1671,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:15.850,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.6,3,0,0,-112,0x01,27,0,13,9,-42,-51,9.90,0.251,14.584,248.800,97%,3.623,4.094,20984,256,0,254,1672,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:16.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.7,3,0,0,-37,0x01,27,0,15,7,-43,-51,9.90,0.359,14.474,221.693,97%,3.623,4.093,20985,257,0,255,1673,,0.00000,0.00000,0.0,0,0.0,-50,-10.9
T102Boot,2024-06-22,14:07:17.801,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.6,3,0,0,-78,0x01,27,0,12,10,-50,-51,9.90,0.240,14.540,99.005,97%,3.623,4.094,20986,258,0,256,1674,,0.00000,0.00000,0.0,0,0.0,-50,-10.9
T102Boot,2024-06-22,14:07:18.822,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.8,3,0,0,91,0x01,27,0,11,11,-53,-60,9.90,0.376,14.408,70.062,97%,3.623,4.093,20987,259,0,257,1675,,0.00000,0.00000,0.0,0,0.0,-50,-10.8
T102Boot,2024-06-22,14:07:19.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.8,3,0,0,93,0x01,27,0,12,10,-59,-64,9.90,0.330,14.415,35.114,99%,3.623,4.095,20988,260,0,258,1676,,0.00000,0.00000,0.0,0,0.0,-50,-10.8
T102Boot,2024-06-22,14:07:20.832,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.8,3,0,0,-85,0x01,27,0,8,14,-55,-65,9.90,0.299,14.414,55.663,99%,3.623,4.093,20989,261,0,259,1677,,0.00000,0.00000,0.0,0,0.0,-50,-10.8
T102Boot,2024-06-22,14:07:21.821,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.7,3,0,0,120,0x01,27,0,13,9,-53,-63,9.90,0.219,14.456,70.090,99%,3.623,4.095,20990,262,0,260,1678,,0.00000,0.00000,0.0,0,0.0,-50,-10.8
T102Boot,2024-06-22,14:07:22.815,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.8,3,0,0,166,0x01,27,0,15,7,-51,-61,9.90,0.239,14.424,88.258,99%,3.623,4.093,20991,263,0,261,1679,,0.00000,0.00000,0.0,0,0.0,-50,-10.7
T102Boot,2024-06-22,14:07:23.833,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.8,3,0,0,33,0x01,27,0,13,9,-54,-60,9.90,0.218,14.420,62.468,99%,3.623,4.094,20992,264,0,262,1680,,0.00000,0.00000,0.0,0,0.0,-50,-10.7
T102Boot,2024-06-22,14:07:24.823,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.6,3,0,0,34,0x01,27,0,13,9,-54,-63,9.90,0.013,14.569,62.468,99%,3.623,4.093,20993,265,0,263,1681,,0.00000,0.00000,0.0,0,0.0,-50,-10.7
T102Boot,2024-06-22,14:07:25.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.4,3,0,0,175,0x01,27,0,13,9,-52,-63,9.91,-0.121,14.682,78.696,99%,3.623,4.095,20994,266,0,264,1682,,0.00000,0.00000,0.0,0,0.0,-50,-10.7
T102Boot,2024-06-22,14:07:26.833,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.4,3,0,0,126,0x01,27,0,14,8,-54,-60,9.91,-0.168,14.732,62.526,99%,3.623,4.093,20995,267,0,265,1683,,0.00000,0.00000,0.0,0,0.0,-50,-10.7
T102Boot,2024-06-22,14:07:27.822,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.1,3,0,0,-12,0x01,27,0,13,9,-52,-64,9.91,-0.393,14.934,78.736,99%,3.623,4.094,20996,268,0,266,1684,,0.00000,0.00000,0.0,0,0.0,-50,-10.8
T102Boot,2024-06-22,14:07:28.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4525.0,3,0,0,-51,0x01,27,0,13,9,-52,-61,9.91,-0.407,14.978,78.736,99%,3.623,4.093,20997,269,0,267,1685,,0.00000,0.00000,0.0,0,0.0,-50,-10.8
T102Boot,2024-06-22,14:07:29.831,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.6,3,0,0,27,0x01,27,0,7,15,-53,-61,9.92,-0.789,15.338,70.231,99%,3.623,4.094,20998,270,0,268,1686,,0.00000,0.00000,0.0,0,0.0,-50,-10.9
T102Boot,2024-06-22,14:07:30.820,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.5,3,0,0,-111,0x01,27,0,10,12,-53,-61,9.92,-0.772,15.393,70.252,99%,3.623,4.093,20999,271,0,269,1687,,0.00000,0.00000,0.0,0,0.0,-50,-11.0
T102Boot,2024-06-22,14:07:31.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.4,3,0,0,159,0x01,27,0,14,8,-54,-63,9.93,-0.783,15.470,62.631,99%,3.623,4.094,21000,272,0,270,1688,,0.00000,0.00000,0.0,0,0.0,-50,-11.1
T102Boot,2024-06-22,14:07:32.832,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.5,3,0,0,-49,0x01,27,0,15,7,-52,-63,9.92,-0.643,15.416,78.824,99%,3.623,4.093,21001,273,0,271,1689,,0.00000,0.00000,0.0,0,0.0,-50,-11.2
T102Boot,2024-06-22,14:07:33.821,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.5,3,0,0,-33,0x01,27,0,12,10,-55,-64,9.92,-0.514,15.360,55.803,99%,3.623,4.095,21002,274,0,272,1690,,0.00000,0.00000,0.0,0,0.0,-50,-11.2
T102Boot,2024-06-22,14:07:34.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.4,3,0,0,-90,0x01,27,0,13,9,-52,-63,9.92,-0.551,15.436,78.824,99%,3.623,4.094,21003,275,0,273,1691,,0.00000,0.00000,0.0,0,0.0,-50,-11.3
T102Boot,2024-06-22,14:07:35.801,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.5,3,0,0,-100,0x01,27,0,14,8,-53,-63,9.92,-0.493,15.433,70.252,99%,3.623,4.094,21004,276,0,274,1692,,0.00000,0.00000,0.0,0,0.0,-50,-11.3
T102Boot,2024-06-22,14:07:36.820,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.4,3,0,0,176,0x01,27,0,15,7,-54,-62,9.92,-0.467,15.451,62.594,99%,3.623,4.093,21005,277,0,275,1693,,0.00000,0.00000,0.0,0,0.0,-50,-11.4
T102Boot,2024-06-22,14:07:37.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.3,3,0,0,-18,0x01,27,0,13,9,-50,-62,9.92,-0.550,15.564,99.233,99%,3.623,4.094,21006,278,0,276,1694,,0.00000,0.00000,0.0,0,0.0,-50,-11.4
T102Boot,2024-06-22,14:07:38.831,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.2,3,0,0,95,0x01,27,0,13,9,-50,-59,9.92,-0.543,15.605,99.233,99%,3.623,4.093,21007,279,0,277,1695,,0.00000,0.00000,0.0,0,0.0,-50,-11.5
T102Boot,2024-06-22,14:07:39.821,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.1,3,0,0,-137,0x01,27,0,13,9,-49,-60,9.92,-0.630,15.726,111.342,99%,3.623,4.094,21008,280,0,278,1696,,0.00000,0.00000,0.0,0,0.0,-50,-11.6
T102Boot,2024-06-22,14:07:41.892,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.1,3,0,0,-134,0x01,27,0,14,8,-49,-59,9.92,-0.552,15.712,111.309,93%,3.623,4.094,21010,281,0,279,1697,,0.00000,0.00000,0.0,0,0.0,-50,-11.6
T102Boot,2024-06-22,14:07:42.820,32.94692,-106.92612,4536.3,32.94689,-106.92612,4524.0,3,0,0,51,0x01,27,0,14,8,-49,-60,9.92,-0.589,15.793,111.342,93%,3.623,4.092,21011,282,0,280,1698,,0.00000,0.00000,0.0,0,0.0,-50,-11.7
T102Boot,2024-06-22,14:07:43.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4523.8,3,0,0,129,0x01,27,0,15,7,-54,-59,9.92,-0.686,15.928,62.612,93%,3.623,4.094,21012,283,0,281,1699,,0.00000,0.00000,0.0,0,0.0,-50,-11.8
T102Boot,2024-06-22,14:07:44.834,32.94692,-106.92612,4536.3,32.94689,-106.92612,4523.8,3,0,0,93,0x01,27,0,14,8,-51,-64,9.92,-0.641,15.947,88.416,94%,3.623,4.093,21013,284,0,282,1700,,0.00000,0.00000,0.0,0,0.0,-50,-11.8
T102Boot,2024-06-22,14:07:45.823,32.94692,-106.92612,4536.3,32.94689,-106.92612,4523.8,3,0,0,-97,0x01,27,0,14,8,-50,-59,9.92,-0.603,15.972,99.233,94%,3.623,4.094,21014,285,0,283,1701,,0.00000,0.00000,0.0,0,0.0,-50,-11.9
T102Boot,2024-06-22,14:07:46.812,32.94692,-106.92612,4536.3,32.94689,-106.92612,4523.7,3,0,0,-71,0x01,27,0,16,6,-51,-61,9.93,-0.582,16.007,88.469,94%,3.623,4.093,21015,286,0,284,1702,,0.00000,0.00000,0.0,0,0.0,-50,-12.0
T102Boot,2024-06-22,14:07:47.835,32.94692,-106.92612,4536.3,32.94692,-106.92612,4523.7,3,0,0,-34,0x01,27,0,15,7,-54,-62,1.12,-0.562,12.650,7.071,94%,3.623,4.094,21016,287,0,285,1703,,0.00000,0.00000,0.0,0,0.0,-50,-12.0
T102Boot,2024-06-22,14:07:48.821,32.94692,-106.92612,4536.3,32.94692,-106.92612,4523.6,3,0,0,-15,0x01,27,0,15,7,-53,-63,1.12,-0.529,12.677,7.934,94%,3.623,4.094,21017,288,0,286,1704,,0.00000,0.00000,0.0,0,0.0,-50,-12.1
T102Boot,2024-06-22,14:07:49.812,32.94692,-106.92612,4536.3,32.94692,-106.92612,4523.6,3,0,0,2,0x01,27,0,18,4,-49,-63,1.09,-0.500,12.700,12.272,94%,3.623,4.094,21018,289,0,287,1705,,0.00000,0.00000,0.0,0,0.0,-50,-12.2
